"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
832,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
837,32,3,"Number",1,"Subject"
837,39,32,"Fractions",2,"Topic"
837,225,39,"Fractions of an Amount",3,"Subtopic"
837,226,39,"Equivalent Fractions",3,"Subtopic"
839,32,3,"Number",1,"Subject"
839,45,32,"Proportion",2,"Topic"
839,244,45,"Indirect (Inverse) Proportion",3,"Subtopic"
859,49,3,"Algebra",1,"Subject"
859,71,3,"Geometry and Measure",1,"Subject"
859,100,71,"Volume and Surface Area",2,"Topic"
859,154,49,"Solving Equations",2,"Topic"
859,62,49,"Writing and Simplifying Expressions",2,"Topic"
859,178,71,"Perimeter and Area",2,"Topic"
859,189,100,"Volume of Prisms",3,"Subtopic"
859,65,154,"Quadratic Equations",3,"Subtopic"
859,75,178,"Area of Simple Shapes",3,"Subtopic"
860,32,3,"Number",1,"Subject"
860,71,3,"Geometry and Measure",1,"Subject"
860,36,32,"Decimals",2,"Topic"
860,44,32,"Percentages",2,"Topic"
860,100,71,"Volume and Surface Area",2,"Topic"
860,39,32,"Fractions",2,"Topic"
860,189,100,"Volume of Prisms",3,"Subtopic"
860,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
860,231,39,"Multiplying Fractions",3,"Subtopic"
860,233,44,"Percentages of an Amount",3,"Subtopic"
862,32,3,"Number",1,"Subject"
862,39,32,"Fractions",2,"Topic"
862,226,39,"Equivalent Fractions",3,"Subtopic"
862,225,39,"Fractions of an Amount",3,"Subtopic"
866,49,3,"Algebra",1,"Subject"
866,62,49,"Writing and Simplifying Expressions",2,"Topic"
866,70,62,"Writing Expressions",3,"Subtopic"
870,32,3,"Number",1,"Subject"
870,49,3,"Algebra",1,"Subject"
870,71,3,"Geometry and Measure",1,"Subject"
870,37,32,"Factors, Multiples and Primes",2,"Topic"
870,74,71,"Angles",2,"Topic"
870,176,71,"3D Shapes",2,"Topic"
870,62,49,"Writing and Simplifying Expressions",2,"Topic"
870,144,32,"Basic Arithmetic",2,"Topic"
870,70,62,"Writing Expressions",3,"Subtopic"
870,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
870,33,144,"BIDMAS",3,"Subtopic"
870,219,37,"Factors and Highest Common Factor",3,"Subtopic"
870,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
872,71,3,"Geometry and Measure",1,"Subject"
872,174,71,"2D Names and Properties of Shapes",2,"Topic"
872,88,174,"Properties of Quadrilaterals",3,"Subtopic"
872,175,174,"Properties of Triangles",3,"Subtopic"
874,32,3,"Number",1,"Subject"
874,37,32,"Factors, Multiples and Primes",2,"Topic"
874,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
891,49,3,"Algebra",1,"Subject"
891,71,3,"Geometry and Measure",1,"Subject"
891,62,49,"Writing and Simplifying Expressions",2,"Topic"
891,178,71,"Perimeter and Area",2,"Topic"
891,70,62,"Writing Expressions",3,"Subtopic"
891,75,178,"Area of Simple Shapes",3,"Subtopic"
891,655,178,"Missing Lengths",3,"Subtopic"
891,86,178,"Perimeter",3,"Subtopic"
901,32,3,"Number",1,"Subject"
901,141,32,"Rounding and Estimating",2,"Topic"
901,216,141,"Estimation",3,"Subtopic"
902,32,3,"Number",1,"Subject"
902,46,32,"Ratio",2,"Topic"
902,241,46,"Sharing in a Ratio",3,"Subtopic"
902,334,46,"Writing Ratios",3,"Subtopic"
903,71,3,"Geometry and Measure",1,"Subject"
903,98,71,"Units of Measurement",2,"Topic"
903,74,71,"Angles",2,"Topic"
903,178,71,"Perimeter and Area",2,"Topic"
903,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
903,198,98,"Weight Units",3,"Subtopic"
903,180,74,"Measuring Angles",3,"Subtopic"
903,655,178,"Missing Lengths",3,"Subtopic"
904,49,3,"Algebra",1,"Subject"
904,154,49,"Solving Equations",2,"Topic"
904,649,154,"Function Machines",3,"Subtopic"
906,49,3,"Algebra",1,"Subject"
906,153,49,"Factorising",2,"Topic"
906,52,153,"Factorising into a Single Bracket",3,"Subtopic"
922,32,3,"Number",1,"Subject"
922,39,32,"Fractions",2,"Topic"
922,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
939,32,3,"Number",1,"Subject"
939,44,32,"Percentages",2,"Topic"
939,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
939,234,44,"Percentage Increase and Decrease",3,"Subtopic"
944,32,3,"Number",1,"Subject"
944,39,32,"Fractions",2,"Topic"
944,231,39,"Multiplying Fractions",3,"Subtopic"
950,32,3,"Number",1,"Subject"
950,39,32,"Fractions",2,"Topic"
950,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
950,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
953,32,3,"Number",1,"Subject"
953,45,32,"Proportion",2,"Topic"
953,243,45,"Direct Proportion",3,"Subtopic"
960,71,3,"Geometry and Measure",1,"Subject"
960,77,71,"Circles",2,"Topic"
960,185,77,"Circumference",3,"Subtopic"
961,32,3,"Number",1,"Subject"
961,46,32,"Ratio",2,"Topic"
961,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
972,32,3,"Number",1,"Subject"
972,144,32,"Basic Arithmetic",2,"Topic"
972,202,144,"Place Value",3,"Subtopic"
973,101,3,"Data and Statistics",1,"Subject"
973,342,101,"Data Representation",2,"Topic"
973,117,342,"Time Series and Line Graphs",3,"Subtopic"
976,101,3,"Data and Statistics",1,"Subject"
976,342,101,"Data Representation",2,"Topic"
976,344,342,"Venn Diagrams",3,"Subtopic"
990,32,3,"Number",1,"Subject"
990,141,32,"Rounding and Estimating",2,"Topic"
990,144,32,"Basic Arithmetic",2,"Topic"
990,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
990,202,144,"Place Value",3,"Subtopic"
990,216,141,"Estimation",3,"Subtopic"
999,49,3,"Algebra",1,"Subject"
999,154,49,"Solving Equations",2,"Topic"
999,64,154,"Linear Equations",3,"Subtopic"
1009,101,3,"Data and Statistics",1,"Subject"
1009,342,101,"Data Representation",2,"Topic"
1009,108,342,"Pictogram",3,"Subtopic"
1010,32,3,"Number",1,"Subject"
1010,39,32,"Fractions",2,"Topic"
1010,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
1010,228,39,"Ordering Fractions",3,"Subtopic"
1011,101,3,"Data and Statistics",1,"Subject"
1011,348,101,"Probability",2,"Topic"
1011,110,348,"Experimental Probability and Relative Frequency",3,"Subtopic"
1011,111,348,"Probability of Single Events",3,"Subtopic"
1011,349,348,"Combined Events",3,"Subtopic"
1012,49,3,"Algebra",1,"Subject"
1012,62,49,"Writing and Simplifying Expressions",2,"Topic"
1012,154,49,"Solving Equations",2,"Topic"
1012,64,154,"Linear Equations",3,"Subtopic"
1012,70,62,"Writing Expressions",3,"Subtopic"
1013,71,3,"Geometry and Measure",1,"Subject"
1013,74,71,"Angles",2,"Topic"
1013,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
1021,101,3,"Data and Statistics",1,"Subject"
1021,338,101,"Data Processing",2,"Topic"
1021,103,338,"Averages and Range from Grouped Data",3,"Subtopic"
1023,101,3,"Data and Statistics",1,"Subject"
1023,342,101,"Data Representation",2,"Topic"
1023,108,342,"Pictogram",3,"Subtopic"
1026,32,3,"Number",1,"Subject"
1026,39,32,"Fractions",2,"Topic"
1026,231,39,"Multiplying Fractions",3,"Subtopic"
1026,232,39,"Dividing Fractions",3,"Subtopic"
1032,32,3,"Number",1,"Subject"
1032,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
1032,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
1044,49,3,"Algebra",1,"Subject"
1044,61,49,"Sequences",2,"Topic"
1044,171,61,"Linear Sequences (nth term)",3,"Subtopic"
1045,32,3,"Number",1,"Subject"
1045,42,32,"Negative Numbers",2,"Topic"
1045,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
1045,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
1053,101,3,"Data and Statistics",1,"Subject"
1053,342,101,"Data Representation",2,"Topic"
1053,109,342,"Pie Chart",3,"Subtopic"
1061,32,3,"Number",1,"Subject"
1061,44,32,"Percentages",2,"Topic"
1061,39,32,"Fractions",2,"Topic"
1061,226,39,"Equivalent Fractions",3,"Subtopic"
1061,225,39,"Fractions of an Amount",3,"Subtopic"
1061,233,44,"Percentages of an Amount",3,"Subtopic"
1066,32,3,"Number",1,"Subject"
1066,36,32,"Decimals",2,"Topic"
1066,141,32,"Rounding and Estimating",2,"Topic"
1066,39,32,"Fractions",2,"Topic"
1066,225,39,"Fractions of an Amount",3,"Subtopic"
1066,216,141,"Estimation",3,"Subtopic"
1066,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
1066,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
1069,32,3,"Number",1,"Subject"
1069,39,32,"Fractions",2,"Topic"
1069,225,39,"Fractions of an Amount",3,"Subtopic"
1073,71,3,"Geometry and Measure",1,"Subject"
1073,178,71,"Perimeter and Area",2,"Topic"
1073,98,71,"Units of Measurement",2,"Topic"
1073,86,178,"Perimeter",3,"Subtopic"
1073,197,98,"Volume and Capacity Units",3,"Subtopic"
1077,49,3,"Algebra",1,"Subject"
1077,62,49,"Writing and Simplifying Expressions",2,"Topic"
1077,70,62,"Writing Expressions",3,"Subtopic"
1080,71,3,"Geometry and Measure",1,"Subject"
1080,271,71,"Pythagoras",2,"Topic"
1080,89,271,"2D Pythagoras",3,"Subtopic"
1086,49,3,"Algebra",1,"Subject"
1086,81,49,"Co-ordinates",2,"Topic"
1086,54,49,"Straight Line Graphs",2,"Topic"
1086,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
1086,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
1086,260,54,"Finding the Gradient and Intercept of a Line from the Equation",3,"Subtopic"
1086,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
1089,32,3,"Number",1,"Subject"
1089,144,32,"Basic Arithmetic",2,"Topic"
1089,202,144,"Place Value",3,"Subtopic"
1091,32,3,"Number",1,"Subject"
1091,71,3,"Geometry and Measure",1,"Subject"
1091,144,32,"Basic Arithmetic",2,"Topic"
1091,91,71,"Symmetry",2,"Topic"
1091,98,71,"Units of Measurement",2,"Topic"
1091,204,144,"Mental Multiplication and Division",3,"Subtopic"
1091,275,91,"Line Symmetry",3,"Subtopic"
1091,209,98,"Time",3,"Subtopic"
1091,202,144,"Place Value",3,"Subtopic"
1093,32,3,"Number",1,"Subject"
1093,37,32,"Factors, Multiples and Primes",2,"Topic"
1093,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
1101,49,3,"Algebra",1,"Subject"
1101,153,49,"Factorising",2,"Topic"
1101,52,153,"Factorising into a Single Bracket",3,"Subtopic"
1111,32,3,"Number",1,"Subject"
1111,37,32,"Factors, Multiples and Primes",2,"Topic"
1111,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
1111,219,37,"Factors and Highest Common Factor",3,"Subtopic"
1127,32,3,"Number",1,"Subject"
1127,39,32,"Fractions",2,"Topic"
1127,231,39,"Multiplying Fractions",3,"Subtopic"
1127,225,39,"Fractions of an Amount",3,"Subtopic"
1130,49,3,"Algebra",1,"Subject"
1130,81,49,"Co-ordinates",2,"Topic"
1130,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
1130,410,81,"Distance Between Two Co-ordinates",3,"Subtopic"
1132,32,3,"Number",1,"Subject"
1132,44,32,"Percentages",2,"Topic"
1132,233,44,"Percentages of an Amount",3,"Subtopic"
1139,32,3,"Number",1,"Subject"
1139,44,32,"Percentages",2,"Topic"
1139,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
1158,32,3,"Number",1,"Subject"
1158,46,32,"Ratio",2,"Topic"
1158,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
1158,241,46,"Sharing in a Ratio",3,"Subtopic"
1170,32,3,"Number",1,"Subject"
1170,37,32,"Factors, Multiples and Primes",2,"Topic"
1170,40,32,"Indices, Powers and Roots",2,"Topic"
1170,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
1170,245,40,"Squares, Cubes, etc",3,"Subtopic"
1172,32,3,"Number",1,"Subject"
1172,144,32,"Basic Arithmetic",2,"Topic"
1172,33,144,"BIDMAS",3,"Subtopic"
1174,71,3,"Geometry and Measure",1,"Subject"
1174,100,71,"Volume and Surface Area",2,"Topic"
1174,188,100,"Surface Area of Prisms",3,"Subtopic"
1177,32,3,"Number",1,"Subject"
1177,144,32,"Basic Arithmetic",2,"Topic"
1177,203,144,"Mental Addition and Subtraction",3,"Subtopic"
1181,49,3,"Algebra",1,"Subject"
1181,71,3,"Geometry and Measure",1,"Subject"
1181,81,49,"Co-ordinates",2,"Topic"
1181,178,71,"Perimeter and Area",2,"Topic"
1181,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
1181,408,81,"Midpoint Between Two Co-ordinates",3,"Subtopic"
1181,75,178,"Area of Simple Shapes",3,"Subtopic"
1183,32,3,"Number",1,"Subject"
1183,141,32,"Rounding and Estimating",2,"Topic"
1183,216,141,"Estimation",3,"Subtopic"
1184,49,3,"Algebra",1,"Subject"
1184,154,49,"Solving Equations",2,"Topic"
1184,64,154,"Linear Equations",3,"Subtopic"
1190,49,3,"Algebra",1,"Subject"
1190,61,49,"Sequences",2,"Topic"
1190,1173,61,"Sequences-Others",3,"Subtopic"
1190,171,61,"Linear Sequences (nth term)",3,"Subtopic"
1201,32,3,"Number",1,"Subject"
1201,37,32,"Factors, Multiples and Primes",2,"Topic"
1201,219,37,"Factors and Highest Common Factor",3,"Subtopic"
1201,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
1201,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
1202,49,3,"Algebra",1,"Subject"
1202,152,49,"Expanding Brackets",2,"Topic"
1202,51,152,"Expanding Double Brackets",3,"Subtopic"
1208,32,3,"Number",1,"Subject"
1208,42,32,"Negative Numbers",2,"Topic"
1208,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
1228,71,3,"Geometry and Measure",1,"Subject"
1228,74,71,"Angles",2,"Topic"
1228,183,74,"Angles in Polygons",3,"Subtopic"
1233,32,3,"Number",1,"Subject"
1233,36,32,"Decimals",2,"Topic"
1233,144,32,"Basic Arithmetic",2,"Topic"
1233,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
1233,205,144,"Written Addition",3,"Subtopic"
1233,203,144,"Mental Addition and Subtraction",3,"Subtopic"
1233,206,144,"Written Subtraction",3,"Subtopic"
1244,32,3,"Number",1,"Subject"
1244,71,3,"Geometry and Measure",1,"Subject"
1244,37,32,"Factors, Multiples and Primes",2,"Topic"
1244,98,71,"Units of Measurement",2,"Topic"
1244,195,98,"Length Units",3,"Subtopic"
1244,196,98,"Area Units",3,"Subtopic"
1244,198,98,"Weight Units",3,"Subtopic"
1244,209,98,"Time",3,"Subtopic"
1244,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
1252,49,3,"Algebra",1,"Subject"
1252,61,49,"Sequences",2,"Topic"
1252,171,61,"Linear Sequences (nth term)",3,"Subtopic"
1252,172,61,"Quadratic Sequences",3,"Subtopic"
1252,173,61,"Other Sequences",3,"Subtopic"
1255,101,3,"Data and Statistics",1,"Subject"
1255,113,101,"Data Collection",2,"Topic"
1255,1976,113,"Frequency tables",3,"Subtopic"
1263,32,3,"Number",1,"Subject"
1263,71,3,"Geometry and Measure",1,"Subject"
1263,42,32,"Negative Numbers",2,"Topic"
1263,144,32,"Basic Arithmetic",2,"Topic"
1263,176,71,"3D Shapes",2,"Topic"
1263,202,144,"Place Value",3,"Subtopic"
1263,210,42,"Ordering Negative Numbers",3,"Subtopic"
1263,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
1263,206,144,"Written Subtraction",3,"Subtopic"
1275,49,3,"Algebra",1,"Subject"
1275,71,3,"Geometry and Measure",1,"Subject"
1275,81,49,"Co-ordinates",2,"Topic"
1275,278,71,"Transformations",2,"Topic"
1275,95,278,"Translation and Vectors",3,"Subtopic"
1275,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
1278,49,3,"Algebra",1,"Subject"
1278,154,49,"Solving Equations",2,"Topic"
1278,64,154,"Linear Equations",3,"Subtopic"
1289,32,3,"Number",1,"Subject"
1289,144,32,"Basic Arithmetic",2,"Topic"
1289,204,144,"Mental Multiplication and Division",3,"Subtopic"
1294,32,3,"Number",1,"Subject"
1294,144,32,"Basic Arithmetic",2,"Topic"
1294,202,144,"Place Value",3,"Subtopic"
1298,71,3,"Geometry and Measure",1,"Subject"
1298,98,71,"Units of Measurement",2,"Topic"
1298,209,98,"Time",3,"Subtopic"
1305,32,3,"Number",1,"Subject"
1305,46,32,"Ratio",2,"Topic"
1305,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
1305,241,46,"Sharing in a Ratio",3,"Subtopic"
1310,32,3,"Number",1,"Subject"
1310,36,32,"Decimals",2,"Topic"
1310,39,32,"Fractions",2,"Topic"
1310,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
1310,231,39,"Multiplying Fractions",3,"Subtopic"
1311,32,3,"Number",1,"Subject"
1311,39,32,"Fractions",2,"Topic"
1311,231,39,"Multiplying Fractions",3,"Subtopic"
1313,101,3,"Data and Statistics",1,"Subject"
1313,348,101,"Probability",2,"Topic"
1313,112,348,"Tree Diagrams with Dependent Events",3,"Subtopic"
1329,71,3,"Geometry and Measure",1,"Subject"
1329,32,3,"Number",1,"Subject"
1329,98,71,"Units of Measurement",2,"Topic"
1329,144,32,"Basic Arithmetic",2,"Topic"
1329,100,71,"Volume and Surface Area",2,"Topic"
1329,189,100,"Volume of Prisms",3,"Subtopic"
1329,197,98,"Volume and Capacity Units",3,"Subtopic"
1329,202,144,"Place Value",3,"Subtopic"
1329,209,98,"Time",3,"Subtopic"
1352,49,3,"Algebra",1,"Subject"
1352,154,49,"Solving Equations",2,"Topic"
1352,62,49,"Writing and Simplifying Expressions",2,"Topic"
1352,153,49,"Factorising",2,"Topic"
1352,156,49,"Formula",2,"Topic"
1352,52,153,"Factorising into a Single Bracket",3,"Subtopic"
1352,64,154,"Linear Equations",3,"Subtopic"
1352,67,156,"Substitution into Formula",3,"Subtopic"
1352,70,62,"Writing Expressions",3,"Subtopic"
1357,49,3,"Algebra",1,"Subject"
1357,154,49,"Solving Equations",2,"Topic"
1357,156,49,"Formula",2,"Topic"
1357,61,49,"Sequences",2,"Topic"
1357,62,49,"Writing and Simplifying Expressions",2,"Topic"
1357,70,62,"Writing Expressions",3,"Subtopic"
1357,67,156,"Substitution into Formula",3,"Subtopic"
1357,171,61,"Linear Sequences (nth term)",3,"Subtopic"
1357,649,154,"Function Machines",3,"Subtopic"
1363,32,3,"Number",1,"Subject"
1363,141,32,"Rounding and Estimating",2,"Topic"
1363,215,141,"Rounding to Significant Figures",3,"Subtopic"
1365,32,3,"Number",1,"Subject"
1365,37,32,"Factors, Multiples and Primes",2,"Topic"
1365,219,37,"Factors and Highest Common Factor",3,"Subtopic"
1365,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
1369,49,3,"Algebra",1,"Subject"
1369,54,49,"Straight Line Graphs",2,"Topic"
1369,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
1369,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
1369,260,54,"Finding the Gradient and Intercept of a Line from the Equation",3,"Subtopic"
1369,261,54,"Gradient as change in y over change in x",3,"Subtopic"
1380,71,3,"Geometry and Measure",1,"Subject"
1380,32,3,"Number",1,"Subject"
1380,144,32,"Basic Arithmetic",2,"Topic"
1380,42,32,"Negative Numbers",2,"Topic"
1380,176,71,"3D Shapes",2,"Topic"
1380,210,42,"Ordering Negative Numbers",3,"Subtopic"
1380,202,144,"Place Value",3,"Subtopic"
1380,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
1380,206,144,"Written Subtraction",3,"Subtopic"
1386,101,3,"Data and Statistics",1,"Subject"
1386,338,101,"Data Processing",2,"Topic"
1386,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
1395,49,3,"Algebra",1,"Subject"
1395,154,49,"Solving Equations",2,"Topic"
1395,64,154,"Linear Equations",3,"Subtopic"
1400,32,3,"Number",1,"Subject"
1400,36,32,"Decimals",2,"Topic"
1400,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
1400,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
1401,32,3,"Number",1,"Subject"
1401,144,32,"Basic Arithmetic",2,"Topic"
1401,204,144,"Mental Multiplication and Division",3,"Subtopic"
1411,49,3,"Algebra",1,"Subject"
1411,32,3,"Number",1,"Subject"
1411,101,3,"Data and Statistics",1,"Subject"
1411,71,3,"Geometry and Measure",1,"Subject"
1411,74,71,"Angles",2,"Topic"
1411,342,101,"Data Representation",2,"Topic"
1411,54,49,"Straight Line Graphs",2,"Topic"
1411,39,32,"Fractions",2,"Topic"
1411,338,101,"Data Processing",2,"Topic"
1411,76,74,"Bearings",3,"Subtopic"
1411,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
1411,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
1411,103,338,"Averages and Range from Grouped Data",3,"Subtopic"
1411,262,54,"Parallel Lines",3,"Subtopic"
1411,231,39,"Multiplying Fractions",3,"Subtopic"
1411,343,342,"Frequency Diagram and Frequency Polygon",3,"Subtopic"
1412,32,3,"Number",1,"Subject"
1412,40,32,"Indices, Powers and Roots",2,"Topic"
1412,42,32,"Negative Numbers",2,"Topic"
1412,245,40,"Squares, Cubes, etc",3,"Subtopic"
1412,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
1413,32,3,"Number",1,"Subject"
1413,101,3,"Data and Statistics",1,"Subject"
1413,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
1413,36,32,"Decimals",2,"Topic"
1413,44,32,"Percentages",2,"Topic"
1413,348,101,"Probability",2,"Topic"
1413,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
1413,111,348,"Probability of Single Events",3,"Subtopic"
1413,222,36,"Ordering Decimals",3,"Subtopic"
1413,233,44,"Percentages of an Amount",3,"Subtopic"
1414,32,3,"Number",1,"Subject"
1414,71,3,"Geometry and Measure",1,"Subject"
1414,45,32,"Proportion",2,"Topic"
1414,272,71,"Similarity and Congruency",2,"Topic"
