"QuestionId_DQ","InterventionId","MetaDataId","Text","Sequence","MetaDataTagId","Label"
107595,478,42161,"Martha has answered a question on mass and got an answer of \( 500 \).

Behind the star she has written the units that she used.
Which of the following units is definitely wrong?",1,1,"Question Text"
107595,478,42162,"\( 500 \bigstar \)",2,1,"Question Text"
107595,478,42163,"\( g \)",3,3,"Answer A Text"
107595,478,42164,"\( t \)",4,5,"Answer B Text"
107595,478,42165,"\( m \)",5,7,"Answer C Text"
107595,478,42166,"\( \mathrm{kg} \)",6,9,"Answer D Text"
76869,489,41681,"These are both regular polygons. Calculate the unknown angle, \( x \).",1,1,"Question Text"
76869,489,41682,"A hexagon and a square are joined together, sharing one side which is the same length. 'x' is the angle on the outside of where these shapes join. ",2,2,"Question Image"
76869,489,41683,"\( 210^{\circ} \)",3,3,"Answer A Text"
76869,489,41684,"\( 180^{\circ} \)",4,5,"Answer B Text"
76869,489,41685,"\( 225^{\circ} \)",5,7,"Answer C Text"
76869,489,41686,"\( 150^{\circ} \)",6,9,"Answer D Text"
131353,492,7789,"Leo and Lila are discussing how to say: \( 3 q+p q \)

Leo says it is: \( 3 \) multiplied by \( q \), plus \( p \) plus \( q \)

Lila says it is: \( 3 \) multiplied by \( q \), plus \( p \) multiplied by \( q \)


Who is correct?",1,1,"Question Text"
131353,492,7790,"Only Leo",2,3,"Answer A Text"
131353,492,7791,"Only Lila",3,5,"Answer B Text"
131353,492,7792,"Both Leo and Lila",4,7,"Answer C Text"
131353,492,7793,"Neither is correct",5,9,"Answer D Text"
77639,495,1481,"Graph titled height of rocket with Height in metres versus time in seconds",1,2,"Question Image"
77639,495,1482,"How many metres did the rocket travel between \( 10 \) and \( 40 \) seconds?",2,1,"Question Text"
77639,495,1483,"\( 60 \)",3,3,"Answer A Text"
77639,495,1484,"\( 50 \)",4,5,"Answer B Text"
77639,495,1485,"\( 30 \)",5,7,"Answer C Text"
77639,495,1486,"\( 40 \)",6,9,"Answer D Text"
129168,497,4824,"What is the size of angle \( p \) in this quadrilateral?",1,1,"Question Text"
129168,497,4825,"A kite with the equal sides labelled and the three angles labelled with 150 degrees, 60 degrees and p",2,2,"Question Image"
129168,497,4826,"\( 75^{\degree} \)",3,3,"Answer A Text"
129168,497,4827,"\( 60^{\degree} \)",4,5,"Answer B Text"
129168,497,4828,"\( 30^{\degree} \)",5,7,"Answer C Text"
129168,497,4829,"Not enough information to work it out",6,9,"Answer D Text"
134917,499,35928,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",1,1,"Question Text"
134917,499,35929,"\( 4: 2 \)",2,3,"Answer A Text"
134917,499,35930,"\( 2: 4 \)",3,5,"Answer B Text"
134917,499,35931,"\( 2: 1 \)",4,7,"Answer C Text"
134917,499,35932,"\( 1: 2 \)",5,9,"Answer D Text"
89405,509,2100,"Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?",1,1,"Question Text"
89405,509,2101,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",2,3,"Answer A Text"
89405,509,2102,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",3,5,"Answer B Text"
89405,509,2103,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \)
hotter than
\( -7^{\circ} \mathrm{C} \)",4,7,"Answer C Text"
89405,509,2104,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",5,9,"Answer D Text"
146034,512,11277,"What is the area of this parallelogram?",1,1,"Question Text"
146034,512,11278,"A parallelogram with base length 6 mm and perpendicular height 1/4 cm.",2,2,"Question Image"
146034,512,11279,"\( 1.5 \mathrm{~mm}^{2} \)",3,3,"Answer A Text"
146034,512,11280,"\( 1.5 \mathrm{~cm}^{2} \)",4,5,"Answer B Text"
146034,512,11281,"\( 15 \mathrm{~mm}^{2} \)",5,7,"Answer C Text"
146034,512,11282,"\( 15 \mathrm{~cm}^{2} \)",6,9,"Answer D Text"
76888,522,11028,"This pie chart shows how the employees of a company travel to work.

Which of the following can not be found from this pie chart?",1,1,"Question Text"
76888,522,11029,"A pie chart showing four modes of transport - 10% train, 40% car, 30% bicycle, 20% bus",2,2,"Question Image"
76888,522,11030,"The angle of each of the sector",3,3,"Answer A Text"
76888,522,11031,"The modal form of transport",4,5,"Answer B Text"
76888,522,11032,"The fraction who take each form of transport",5,7,"Answer C Text"
76888,522,11033,"The mean form of transport",6,9,"Answer D Text"
129110,528,40492,"Liam is recording the number of pets his classmates have in the frequency table on the right.

A new boy joins the class who has a cat and a dog.

Which box will change in value?",1,1,"Question Text"
129110,528,40493,"\begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 (A) \) & \( 6(B) \) \\
\hline \( 2(C) \) & \( 3(D) \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular}",2,1,"Question Text"
129110,528,40494,"A",3,3,"Answer A Text"
129110,528,40495,"B",4,5,"Answer B Text"
129110,528,40496,"C",5,7,"Answer C Text"
129110,528,40497,"D",6,9,"Answer D Text"
93387,539,2902,"Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees",1,2,"Question Image"
93387,539,2903,"What is the size of angle \( n \) ?",2,1,"Question Text"
93387,539,2904,"\( 132^{\circ} \)",3,3,"Answer A Text"
93387,539,2905,"\( 142^{\circ} \)",4,5,"Answer B Text"
93387,539,2906,"\( 102^{\circ} \)",5,7,"Answer C Text"
93387,539,2907,"\( 312^{\circ} \)",6,9,"Answer D Text"
91630,544,6665,"Which expression should replace the star in the addition pyramid?",1,1,"Question Text"
91630,544,6666,"A diagram showing 3 rows of boxes. the bottom row has 3 boxes, containing 4a, 3b and 3a+b from left to right. The next row up contains two boxes, overlapping the joins of the boxes below. The left one is empty, the right one contains 3a+4b. The top row is one box, centered over the join of the two below, containing a star.",2,2,"Question Image"
91630,544,6667,"\( 6 a+5 b \)",3,3,"Answer A Text"
91630,544,6668,"\( 7 a+7 b \)",4,5,"Answer B Text"
91630,544,6669,"\( 14 a b \)",5,7,"Answer C Text"
91630,544,6670,"\( 10 a+8 b \)",6,9,"Answer D Text"
89443,547,2720,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",1,1,"Question Text"
89443,547,2721,"\( -13 \)",2,3,"Answer A Text"
89443,547,2722,"\( 13 \)",3,5,"Answer B Text"
89443,547,2723,"\( 3 \)",4,7,"Answer C Text"
89443,547,2724,"\( -3 \)",5,9,"Answer D Text"
106655,552,14886,"Solve the equation:
\(
\frac{t+1}{3}=\frac{5}{4}
\)",1,1,"Question Text"
106655,552,14887,"\( t=2 \frac{3}{4} \)",2,3,"Answer A Text"
106655,552,14888,"\( t=-\frac{7}{12} \)",3,5,"Answer B Text"
106655,552,14889,"\( t=\frac{3}{4} \)",4,7,"Answer C Text"
106655,552,14890,"\( t=\frac{11}{12} \)",5,9,"Answer D Text"
77633,555,7585,"The median of these four numbers is \( 5 \).
\(
\begin{array}{cccc}
3&12&1&?
\end{array}
\)
Find the value of the missing number.",1,1,"Question Text"
77633,555,7586,"\( 7 \)",2,3,"Answer A Text"
77633,555,7587,"\( 4 \)",3,5,"Answer B Text"
77633,555,7588,"\( 16 \)",4,7,"Answer C Text"
77633,555,7589,"\( 6.5 \)",5,9,"Answer D Text"
109636,558,17549,"The bar chart shows the pets owned by pupils in a class.

What fraction of pupils own \( 3 \) pets?",1,1,"Question Text"
109636,558,17550,"A bar chart showing the number of pets students own. 5 boys and 4 girls own 0 pets, 5 boys and 6 girls own 1 pet, 2 boys and 4 girls own 2 pets, 2 boys and 2 girls own 3 pets and 1 boy owns 4 pets.",2,2,"Question Image"
109636,558,17551,"\( \frac{2}{31} \)",3,3,"Answer A Text"
109636,558,17552,"\( \frac{2}{9} \)",4,5,"Answer B Text"
109636,558,17553,"\( \frac{3}{4} \)",5,7,"Answer C Text"
109636,558,17554,"\( \frac{4}{31} \)",6,9,"Answer D Text"
134917,568,35928,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",1,1,"Question Text"
134917,568,35929,"\( 4: 2 \)",2,3,"Answer A Text"
134917,568,35930,"\( 2: 4 \)",3,5,"Answer B Text"
134917,568,35931,"\( 2: 1 \)",4,7,"Answer C Text"
134917,568,35932,"\( 1: 2 \)",5,9,"Answer D Text"
103770,573,36769,"If

\(
32 \times 65=2080 
\)

then

\(
3.2 \times 6.5=
\)",1,1,"Question Text"
103770,573,36770,"\( 208 \)",2,3,"Answer A Text"
103770,573,36771,"\( 2.08 \)",3,5,"Answer B Text"
103770,573,36772,"\( 20.8 \)",4,7,"Answer C Text"
103770,573,36773,"\( 2080 \)",5,9,"Answer D Text"
130203,574,31779,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",1,1,"Question Text"
130203,574,31780,"\( \frac{5}{9} \)",2,3,"Answer A Text"
130203,574,31781,"\( \frac{3}{12} \)",3,5,"Answer B Text"
130203,574,31782,"\( \frac{3}{9} \)",4,7,"Answer C Text"
130203,574,31783,"\( \frac{1}{6} \)",5,9,"Answer D Text"
78699,576,52851,"What is the probability of winning only one of the cards games of snap or chase the ace? The results of the games are independent of each other.",1,1,"Question Text"
78699,576,52852,"Shows a probability tree of two independent events. Probability of winning a game of snap is 3/5 and losing is 2/5. The probability of winning a game of Chase the ace is given as 1/4 and losing is 3/4.",2,2,"Question Image"
78699,576,52853,"\( \frac{11}{20} \)",3,3,"Answer A Text"
78699,576,52854,"\( \frac{14}{20} \)",4,5,"Answer B Text"
78699,576,52855,"\( \frac{40}{20}=2 \)",5,7,"Answer C Text"
78699,576,52856,"\( \frac{9}{20} \)",6,9,"Answer D Text"
107874,580,4043,"What is the median of the following numbers?
\[
2,2,4,7,10,15
\]",1,1,"Question Text"
107874,580,4044,"\( 7 \)",2,3,"Answer A Text"
107874,580,4045,"\( 4 \)",3,5,"Answer B Text"
107874,580,4046,"\( 4.5 \)",4,7,"Answer C Text"
107874,580,4047,"\( 5.5 \)",5,9,"Answer D Text"
103735,603,15153,"\( 0.2 \div 0.4= \)",1,1,"Question Text"
103735,603,15154,"\( 0.08 \)",2,3,"Answer A Text"
103735,603,15155,"\( 0.5 \)",3,5,"Answer B Text"
103735,603,15156,"\( 0.8 \)",4,7,"Answer C Text"
103735,603,15157,"\( 2 \)",5,9,"Answer D Text"
89557,607,1627,"Which calculation is equal to \( -20 \) ?",1,1,"Question Text"
89557,607,1628,"\( 2 \times(-2)-(-4) \times 4 \)",2,3,"Answer A Text"
89557,607,1629,"\( -28-(-4) \times 2 \)",3,5,"Answer B Text"
89557,607,1630,"\( (-5)^{2}+5 \)",4,7,"Answer C Text"
89557,607,1631,"\( (-42) \div(-2)+1 \)",5,9,"Answer D Text"
129181,617,7860,"A formula is given by:

\[
F=3 p
\]

What is the value of \( F \) when \( p=4 \) ?",1,1,"Question Text"
129181,617,7861,"\( 12 \)",2,3,"Answer A Text"
129181,617,7862,"\( 7 \)",3,5,"Answer B Text"
129181,617,7863,"\( 34 \)",4,7,"Answer C Text"
129181,617,7864,"\( 81 \)",5,9,"Answer D Text"
107595,636,42161,"Cindy has answered a question on mass and got an answer of \( 500 \).

Behind the star she has written the units that she used.
Which of the following units is definitely wrong?",1,1,"Question Text"
107595,636,42162,"\( 500 \bigstar \)",2,1,"Question Text"
107595,636,42163,"\( g \)",3,3,"Answer A Text"
107595,636,42164,"\( t \)",4,5,"Answer B Text"
107595,636,42165,"\( m \)",5,7,"Answer C Text"
107595,636,42166,"\( \mathrm{kg} \)",6,9,"Answer D Text"
77776,637,20865,"Expand and simplify
\[
2 a-4(3-a)
\]",1,1,"Question Text"
77776,637,20866,"\( -2 a-12 \)",2,3,"Answer A Text"
77776,637,20867,"\( 6 a-12 \)",3,5,"Answer B Text"
77776,637,20868,"\( -6 a \)",4,7,"Answer C Text"
77776,637,20869,"\( a-12 \)",5,9,"Answer D Text"
146324,657,16187,"Leo and Sophie are discussing this equation:
\(
x+y=12
\)",1,1,"Question Text"
146324,657,16188,"Leo uses the equation to write:
\(
x+y+2=10
\)",2,1,"Question Text"
146324,657,16189,"Sophie uses the equation to write:
\(
\frac{x+y}{2}=6
\)",3,1,"Question Text"
146324,657,16190,"Who do you agree with?",4,1,"Question Text"
146324,657,16191,"Only Leo",5,3,"Answer A Text"
146324,657,16192,"Only Sophie",6,5,"Answer B Text"
146324,657,16193,"Both Leo and Sophie",7,7,"Answer C Text"
146324,657,16194,"Neither is correct",8,9,"Answer D Text"
95781,658,14610,"\( \frac{0.3-0.1}{0.5}= \)",1,1,"Question Text"
95781,658,14611,"\( 0.5 \)",2,3,"Answer A Text"
95781,658,14612,"\( 0.25 \)",3,5,"Answer B Text"
95781,658,14613,"\( 0.4 \)",4,7,"Answer C Text"
95781,658,14614,"\( 0.2 \)",5,9,"Answer D Text"
101074,663,6103,"The perimeter of this isosceles triangle is \( \frac{1}{2} \) 
Find the length of the side labelled with an \( x \).",1,1,"Question Text"
101074,663,6104,"Isosceles triangle with apex very close to the right of the horizontal base. Left line segment equal in length to the base. Dashes marked on base and left line segment. Right line segment labelled as x. Left line segment labelled with 1/5",2,2,"Question Image"
101074,663,6105,"\( \frac{1}{5} \)",3,3,"Answer A Text"
101074,663,6106,"\( \frac{1}{10} \)",4,5,"Answer B Text"
101074,663,6107,"\( \frac{3}{10} \)",5,7,"Answer C Text"
101074,663,6108,"There is no possible answer",6,9,"Answer D Text"
76747,664,10489,"Which fraction is closest to \( 1 \) ?",1,1,"Question Text"
76747,664,10490,"\( 1 \frac{1}{3} \)",2,3,"Answer A Text"
76747,664,10491,"\( \frac{9}{10} \)",3,5,"Answer B Text"
76747,664,10492,"\( \frac{4}{5} \)",4,7,"Answer C Text"
76747,664,10493,"\( 1 \frac{1}{7} \)",5,9,"Answer D Text"
101067,668,3556,"Cliff has two fraction cards.
\( \frac{3}{7} \quad \square\)
The product of the cards is \( \frac{2}{5} \) What is the other card?",1,1,"Question Text"
101067,668,3557,"\( \frac{29}{35} \)",2,3,"Answer A Text"
101067,668,3558,"\( \frac{14}{15} \)",3,5,"Answer B Text"
101067,668,3559,"\( \frac{1}{35} \)",4,7,"Answer C Text"
101067,668,3560,"\( \frac{6}{35} \)",5,9,"Answer D Text"
75988,671,31048,"A tuk tuk's highest speed is \( 30 \mathrm{mph} \).
How many miles does a \( 40 \) minute tuk tuk ride travel at top speed?",1,1,"Question Text"
75988,671,31049,"\( 1200 \)",2,3,"Answer A Text"
75988,671,31050,"\( 20 \)",3,5,"Answer B Text"
75988,671,31051,"\( 12 \)",4,7,"Answer C Text"
75988,671,31052,"\( 45 \)",5,9,"Answer D Text"
144059,672,46266,"What do you need to add on to the curved surface area of the cylinder to get the total surface area?",1,1,"Question Text"
144059,672,46267,"A cylinder with height 10cm, and radius 5cm",2,2,"Question Image"
144059,672,46268,"\( 20 \pi \mathrm{cm}^{2} \)",3,3,"Answer A Text"
144059,672,46269,"\( 250 \pi \mathrm{cm}^{2} \)",4,5,"Answer B Text"
144059,672,46270,"\( 50 \pi \mathrm{cm}^{2} \)",5,7,"Answer C Text"
144059,672,46271,"\( 25 \pi \mathrm{cm}^{2} \)",6,9,"Answer D Text"
106936,681,19350,"The diagram on the right shows the lines \( y=x+2 \) and \( x=1 \)

Which of the following coordinates satisfies the following inequalities?
\[
y<x+2 \text { and } x>1
\]",1,1,"Question Text"
106936,681,19351,"A graph showing the lines of y = x+2 in blue and x = 1 in red",2,2,"Question Image"
106936,681,19352,"\( (1,3) \)",3,3,"Answer A Text"
106936,681,19353,"\( (2,-1) \)",4,5,"Answer B Text"
106936,681,19354,"\( (2,5) \)",5,7,"Answer C Text"
106936,681,19355,"\( (-1,-1) \)",6,9,"Answer D Text"
101417,684,6444,"Two similar triangles, one is within the other. The base of the larger one is 16cm and the base of the smaller one is 4cm. The right hand side of the smaller triangle is x and the right hand side of the larger triangle is x + y",1,2,"Question Image"
101417,684,6445,"What is the ratio of \( x \) to \( y \) ?",2,1,"Question Text"
101417,684,6446,"\( 1: 3 \)",3,3,"Answer A Text"
101417,684,6447,"\( 1: 4 \)",4,5,"Answer B Text"
101417,684,6448,"\( 1: 5 \)",5,7,"Answer C Text"
101417,684,6449,"\( 1: 12 \)",6,9,"Answer D Text"
104627,686,7243,"\(
\frac{3}{5}: \frac{1}{3}
\)
Write this ratio in the form \( 1: n \)",1,1,"Question Text"
104627,686,7244,"\( 1: \frac{5}{3} \)",2,3,"Answer A Text"
104627,686,7245,"\( 1: \frac{3}{2} \)",3,5,"Answer B Text"
104627,686,7246,"\( 1: \frac{1}{2} \)",4,7,"Answer C Text"
104627,686,7247,"\( 1: \frac{5}{9} \)",5,9,"Answer D Text"
106659,689,23845,"Jack and Emma are arguing about a first step to solve this equation:
\(1-4 v=3-9 v\)

Jack says you can write: \( 1+5 v=3 \)

Emma says you can write: \( -4 v=2-9 v \)

Who is correct?",1,1,"Question Text"
106659,689,23846,"Only Jack",2,3,"Answer A Text"
106659,689,23847,"Only
Emma",3,5,"Answer B Text"
106659,689,23848,"Both Jack and Emma",4,7,"Answer C Text"
106659,689,23849,"Neither is correct",5,9,"Answer D Text"
147438,691,17232,"Jack and Emma are discussing the output of this 2-step function machine",1,1,"Question Text"
147438,691,17233,"A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""p"" written inside it. The next rectangle has ""−3"" written inside it, the next rectangle has ""✕ 2"" written inside it and the final rectangle on the right is empty and has ""output"" written above it.",2,2,"Question Image"
147438,691,17234,"Jack says the output is \( 2(\boldsymbol{p}-\mathbf{3}) \)

Emma says the output is \( \mathbf{2 p - 6} \)

Who is correct?",3,1,"Question Text"
147438,691,17235,"Only Jack",4,3,"Answer A Text"
147438,691,17236,"Only Emma",5,5,"Answer B Text"
147438,691,17237,"Both Jack and Emma",6,7,"Answer C Text"
147438,691,17238,"Neither is correct",7,9,"Answer D Text"
131691,699,38987,"Per \( 100 \mathrm{ml} \), which drink is the best value for money?
You can use your calculator to help you",1,1,"Question Text"
131691,699,38988,"\( 1 \) litre for \( £ 1.60 \)",2,3,"Answer A Text"
131691,699,38989,"\( 500 \mathrm{ml} \) for \( 75 p \)",3,5,"Answer B Text"
131691,699,38990,"\( 330 \mathrm{ml} \) for \( 55 \) p",4,7,"Answer C Text"
131691,699,38991,"\( 200 \mathrm{ml} \) for \( 35 \) p",5,9,"Answer D Text"
77778,706,21179,"A blue, rectangle with each side labelled. The left side is labelled x and the right side 8. The top side is labelled 4x +9 and the base 5x + 1.",1,2,"Question Image"
77778,706,21180,"Which of the following statements is incorrect?",2,1,"Question Text"
77778,706,21181,"\( 4 x+9=5 x+1 \)",3,3,"Answer A Text"
77778,706,21182,"\( x=8 \)",4,5,"Answer B Text"
77778,706,21183,"Area \( =5 x^{2}+1 \)",5,7,"Answer C Text"
77778,706,21184,"Perimeter \( =10 x+18 \)",6,9,"Answer D Text"
89334,707,2812,"Think of a number, then add \(4\), next divide by \( 5 \).",1,1,"Question Text"
